country	country_code	year_week	new_cases	variant	percent_variant	variant_name	number_cases_ratio	population
Finland	FI	2021-50	12267	B.1.617.2		delta		
Finland	FI	2021-51	23487	B.1.1.529		omicron		
Finland	FI	2021-51	23487	B.1.617.2		delta		
Finland	FI	2021-52	23487	B.1.1.529		omicron		
Finland	FI	2021-52	23487	B.1.617.2		delta		
Finland	FI	2020-40	856	B.1.617.2	50.0	delta	428.0	
Finland	FI	2020-42	1426	B.1.617.2	75.0	delta	1069.5	
Finland	FI	2020-47	2324	B.1.617.2	25.0	delta	581.0	
Finland	FI	2020-48	2990	B.1.617.2	16.7	delta	499.3299999999999	
Finland	FI	2020-49	3002	B.1.617.2	13.6	delta	408.27200000000005	
Finland	FI	2020-50	3179	B.1.617.2	23.8	delta	756.6020000000001	
Finland	FI	2020-52	1975	B.1.617.2	5.9	delta	116.525	
Finland	FI	2020-53	1782	B.1.617.2	1.0	delta	17.82	
Finland	FI	2021-11	4774	B.1.617.2	0.1	delta	4.774	
Finland	FI	2021-12	4360	B.1.617.2	0.2	delta	8.72	
Finland	FI	2021-17	1424	B.1.617.2	5.0	delta	71.2	
Finland	FI	2021-18	1495	B.1.617.2	8.2	delta	122.58999999999999	
Finland	FI	2021-19	1382	B.1.617.2	22.1	delta	305.422	
Finland	FI	2021-20	1421	B.1.617.2	21.5	delta	305.515	
Finland	FI	2021-21	906	B.1.617.2	27.8	delta	251.86800000000002	
Finland	FI	2021-22	794	B.1.617.2	37.3	delta	296.162	
Finland	FI	2021-23	595	B.1.617.2	34.5	delta	205.27499999999998	
Finland	FI	2021-24	513	B.1.617.2	65.3	delta	334.98900000000003	
Finland	FI	2021-25	750	B.1.617.2	93.1	delta	698.25	
Finland	FI	2021-26	1379	B.1.617.2	95.9	delta	1322.461	
Finland	FI	2021-27	1619	B.1.617.2	98.3	delta	1591.477	
Finland	FI	2021-28	2074	B.1.617.2	98.9	delta	2051.186	
Finland	FI	2021-29	2816	B.1.617.2	99.1	delta	2790.656	
Finland	FI	2021-30	4349	B.1.617.2	98.7	delta	4292.463	
Finland	FI	2021-31	4886	B.1.617.2	99.1	delta	4842.026	
Finland	FI	2021-32	5324	B.1.617.2	99.6	delta	5302.704	
Finland	FI	2021-33	4515	B.1.617.2	100.0	delta	4515.0	
Finland	FI	2021-34	4047	B.1.617.2	100.0	delta	4047.0	
Finland	FI	2021-35	4009	B.1.617.2	100.0	delta	4009.0	
Finland	FI	2021-36	3536	B.1.617.2	99.7	delta	3525.392	
Finland	FI	2021-37	2619	B.1.617.2	100.0	delta	2619.0	
Finland	FI	2021-38	3148	B.1.617.2	100.0	delta	3148.0	
Finland	FI	2021-39	2709	B.1.617.2	99.7	delta	2700.873	
Finland	FI	2021-40	3565	B.1.617.2	100.0	delta	3565.0	
Finland	FI	2021-41	4218	B.1.617.2	99.4	delta	4192.692	
Finland	FI	2021-42	3259	B.1.617.2	100.0	delta	3259.0	
Finland	FI	2021-43	4375	B.1.617.2	99.8	delta	4366.25	
Finland	FI	2021-44	4945	B.1.617.2	99.6	delta	4925.22	
Finland	FI	2021-45	4643	B.1.617.2	99.8	delta	4633.714	
Finland	FI	2021-46	7704	B.1.617.2	99.6	delta	7673.184	
Finland	FI	2021-47	7461	B.1.617.2	99.8	delta	7446.078	
Finland	FI	2021-48	8942	B.1.1.529	8.5	omicron	760.07	
Finland	FI	2021-48	8942	B.1.617.2	91.1	delta	8146.161999999999	
Finland	FI	2021-49	9825	B.1.1.529	18.6	omicron	1827.4500000000003	
Finland	FI	2021-49	9825	B.1.617.2	80.3	delta	7889.474999999999	
Finland	FI	2021-50	12267	B.1.1.529	35.6	omicron	4367.052000000001	
Finland	FI	2021-50	12267	B.1.617.2	30.8	delta	3778.236	
Finland	FI	2021-51	23487	B.1.1.529	36.1	omicron	8478.806999999999	
Finland	FI	2021-51	23487	B.1.617.2	9.3	delta	2184.291	
France	FR	2020-40	79885	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-40	79885	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-41	123001	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-41	123001	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-42	174734	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-42	174734	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-43	275387	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-43	275387	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-44	334435	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-44	334435	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-45	304537	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-45	304537	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-46	178236	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-46	178236	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-47	116361	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-47	116361	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-48	78220	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-48	78220	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-49	72108	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-49	72108	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-50	78718	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-50	78718	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-51	94277	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-51	94277	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-52	85079	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-52	85079	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2020-53	89718	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2020-53	89718	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-01	123772	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-01	123772	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-02	120584	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-02	120584	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-03	132681	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-03	132681	B.1.617.2	0.1	delta	132.681	67320216.0
France	FR	2021-04	134201	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-04	134201	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-05	131725	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-05	131725	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-06	114493	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-06	114493	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-07	120503	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-07	120503	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-08	130574	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-08	130574	B.1.617.2	0.1	delta	130.574	67320216.0
France	FR	2021-09	126996	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-09	126996	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-10	144682	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-10	144682	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-11	185651	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-11	185651	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-12	226062	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-12	226062	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-13	244764	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-13	244764	B.1.617.2	0.0	delta	0.0	67320216.0
France	FR	2021-14	205781	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-14	205781	B.1.617.2	0.1	delta	205.781	67320216.0
France	FR	2021-15	205146	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-15	205146	B.1.617.2	0.1	delta	205.14600000000002	67320216.0
France	FR	2021-16	182669	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-16	182669	B.1.617.2	0.9	delta	1644.0210000000002	67320216.0
France	FR	2021-17	146243	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-17	146243	B.1.617.2	1.2	delta	1754.916	67320216.0
France	FR	2021-18	109638	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-18	109638	B.1.617.2	3.4	delta	3727.6920000000005	67320216.0
France	FR	2021-19	83970	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-19	83970	B.1.617.2	0.7	delta	587.79	67320216.0
France	FR	2021-20	85248	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-20	85248	B.1.617.2	5.0	delta	4262.400000000001	67320216.0
France	FR	2021-21	63203	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-21	63203	B.1.617.2	2.1	delta	1327.2630000000001	67320216.0
France	FR	2021-22	48785	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-22	48785	B.1.617.2	14.1	delta	6878.6849999999995	67320216.0
France	FR	2021-23	29159	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-23	29159	B.1.617.2	13.4	delta	3907.306	67320216.0
France	FR	2021-24	17105	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-24	17105	B.1.617.2	40.0	delta	6842.0	67320216.0
France	FR	2021-25	12713	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-25	12713	B.1.617.2	46.7	delta	5936.9710000000005	67320216.0
France	FR	2021-26	15589	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-26	15589	B.1.617.2	66.8	delta	10413.452	67320216.0
France	FR	2021-27	25502	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-27	25502	B.1.617.2	79.0	delta	20146.58	67320216.0
France	FR	2021-28	50628	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-28	50628	B.1.617.2	90.5	delta	45818.340000000004	67320216.0
France	FR	2021-29	122142	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-29	122142	B.1.617.2	95.8	delta	117012.036	67320216.0
France	FR	2021-30	152489	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-30	152489	B.1.617.2	97.3	delta	148371.797	67320216.0
France	FR	2021-31	158002	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-31	158002	B.1.617.2	97.7	delta	154367.954	67320216.0
France	FR	2021-32	165856	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-32	165856	B.1.617.2	99.1	delta	164363.296	67320216.0
France	FR	2021-33	149413	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-33	149413	B.1.617.2	99.4	delta	148516.52200000003	67320216.0
France	FR	2021-34	124937	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-34	124937	B.1.617.2	99.5	delta	124312.315	67320216.0
France	FR	2021-35	95297	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-35	95297	B.1.617.2	99.4	delta	94725.21800000001	67320216.0
France	FR	2021-36	70528	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-36	70528	B.1.617.2	99.6	delta	70245.888	67320216.0
France	FR	2021-37	51050	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-37	51050	B.1.617.2	99.9	delta	50998.950000000004	67320216.0
France	FR	2021-38	39645	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-38	39645	B.1.617.2	99.1	delta	39288.195	67320216.0
France	FR	2021-39	33450	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-39	33450	B.1.617.2	99.3	delta	33215.85	67320216.0
France	FR	2021-40	29187	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-40	29187	B.1.617.2	99.6	delta	29070.252	67320216.0
France	FR	2021-41	32723	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-41	32723	B.1.617.2	98.8	delta	32330.324	67320216.0
France	FR	2021-42	35967	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-42	35967	B.1.617.2	98.7	delta	35499.429	67320216.0
France	FR	2021-43	39727	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-43	39727	B.1.617.2	98.0	delta	38932.46	67320216.0
France	FR	2021-44	49291	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-44	49291	B.1.617.2	97.5	delta	48058.725	67320216.0
France	FR	2021-45	67767	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-45	67767	B.1.617.2	98.2	delta	66547.194	67320216.0
France	FR	2021-46	121886	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-46	121886	B.1.617.2	97.3	delta	118595.078	67320216.0
France	FR	2021-47	197552	B.1.1.529	0.3	omicron	592.6560000000001	67320216.0
France	FR	2021-47	197552	B.1.617.2	95.7	delta	189057.26400000002	67320216.0
France	FR	2021-48	291331	B.1.1.529	1.1	omicron	3204.6410000000005	67320216.0
France	FR	2021-48	291331	B.1.617.2	94.5	delta	275307.795	67320216.0
France	FR	2021-49	340423	B.1.1.529	3.3	omicron	11233.959	67320216.0
France	FR	2021-49	340423	B.1.617.2	92.6	delta	315231.698	67320216.0
France	FR	2021-50	364105	B.1.1.529	15.0	omicron	54615.75	67320216.0
France	FR	2021-50	364105	B.1.617.2	81.4	delta	296381.47000000003	67320216.0
France	FR	2021-51	518516	B.1.1.529	66.0	omicron	342220.56	67320216.0
France	FR	2021-51	518516	B.1.617.2	31.0	delta	160739.96	67320216.0
France	FR	2021-52	1121911	B.1.1.529	86.2	omicron	967087.282	67320216.0
France	FR	2021-52	1121911	B.1.617.2	13.8	delta	154823.71800000002	67320216.0
France	FR	2021-19	83970	B.1.617.2	0.8	delta	671.76	67320216.0
France	FR	2021-20	85248	B.1.617.2	2.0	delta	1704.96	67320216.0
France	FR	2021-21	63203	B.1.617.2	4.8	delta	3033.744	67320216.0
France	FR	2021-22	48785	B.1.617.2	8.4	delta	4097.9400000000005	67320216.0
France	FR	2021-23	29159	B.1.617.2	13.7	delta	3994.7829999999994	67320216.0
France	FR	2021-24	17105	B.1.617.2	29.0	delta	4960.45	67320216.0
France	FR	2021-25	12713	B.1.617.2	40.8	delta	5186.9039999999995	67320216.0
France	FR	2021-26	15589	B.1.617.2	67.8	delta	10569.341999999999	67320216.0
France	FR	2021-27	25502	B.1.617.2	81.1	delta	20682.122	67320216.0
France	FR	2021-28	50628	B.1.617.2	91.0	delta	46071.48	67320216.0
France	FR	2021-29	122142	B.1.617.2	94.4	delta	115302.04800000001	67320216.0
France	FR	2021-30	152489	B.1.617.2	95.3	delta	145322.017	67320216.0
France	FR	2021-31	158002	B.1.617.2	95.6	delta	151049.91199999998	67320216.0
France	FR	2021-32	165856	B.1.617.2	96.9	delta	160714.464	67320216.0
France	FR	2021-33	149413	B.1.617.2	97.9	delta	146275.32700000002	67320216.0
France	FR	2021-34	124937	B.1.617.2	98.2	delta	122688.13399999999	67320216.0
France	FR	2021-35	95297	B.1.617.2	98.6	delta	93962.842	67320216.0
France	FR	2021-36	70528	B.1.617.2	99.0	delta	69822.72	67320216.0
France	FR	2021-37	51050	B.1.617.2	99.1	delta	50590.55	67320216.0
France	FR	2021-38	39645	B.1.617.2	99.4	delta	39407.130000000005	67320216.0
France	FR	2021-39	33450	B.1.617.2	99.4	delta	33249.3	67320216.0
France	FR	2021-40	29187	B.1.617.2	99.6	delta	29070.252	67320216.0
France	FR	2021-41	32723	B.1.617.2	99.3	delta	32493.939	67320216.0
France	FR	2021-42	35967	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-42	35967	B.1.617.2	98.8	delta	35535.396	67320216.0
France	FR	2021-43	39727	B.1.617.2	98.4	delta	39091.368	67320216.0
France	FR	2021-44	49291	B.1.617.2	98.1	delta	48354.471	67320216.0
France	FR	2021-45	67767	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-45	67767	B.1.617.2	98.1	delta	66479.427	67320216.0
France	FR	2021-46	121886	B.1.1.529	0.0	omicron	0.0	67320216.0
France	FR	2021-46	121886	B.1.617.2	97.7	delta	119082.622	67320216.0
France	FR	2021-47	197552	B.1.1.529	0.2	omicron	395.104	67320216.0
France	FR	2021-47	197552	B.1.617.2	96.2	delta	190045.024	67320216.0
France	FR	2021-48	291331	B.1.1.529	2.0	omicron	5826.62	67320216.0
France	FR	2021-48	291331	B.1.617.2	93.6	delta	272685.816	67320216.0
France	FR	2021-49	340423	B.1.1.529	8.1	omicron	27574.263000000003	67320216.0
France	FR	2021-49	340423	B.1.617.2	87.4	delta	297529.70200000005	67320216.0
France	FR	2021-50	364105	B.1.1.529	34.8	omicron	126708.54	67320216.0
France	FR	2021-50	364105	B.1.617.2	62.4	delta	227201.52	67320216.0
France	FR	2021-51	518516	B.1.1.529	62.6	omicron	324591.016	67320216.0
France	FR	2021-51	518516	B.1.617.2	36.2	delta	187702.79200000002	67320216.0
France	FR	2021-52	1121911	B.1.1.529	80.3	omicron	900894.5329999999	67320216.0
France	FR	2021-52	1121911	B.1.617.2	19.7	delta	221016.46699999998	67320216.0
Germany	DE	2020-40	15925	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-40	15925	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-41	26118	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-41	26118	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-42	42060	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-42	42060	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-43	74865	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-43	74865	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-44	111007	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-44	111007	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-45	125726	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-45	125726	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-46	127792	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-46	127792	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-47	128371	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-47	128371	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-48	123157	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-48	123157	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-49	128361	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-49	128361	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-50	156294	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-50	156294	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-51	174710	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-51	174710	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-52	138941	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-52	138941	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2020-53	123084	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2020-53	123084	B.1.617.2	0.4	delta	492.336	83166711.0
Germany	DE	2021-01	145430	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-01	145430	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-02	118875	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-02	118875	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-03	95513	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-03	95513	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-04	78121	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-04	78121	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-05	64552	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-05	64552	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-06	50802	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-06	50802	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-07	52389	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-07	52389	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-08	56341	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-08	56341	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-09	58368	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-09	58368	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-10	71319	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-10	71319	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-11	92576	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-11	92576	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-12	116262	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-12	116262	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-13	110101	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-13	110101	B.1.617.2	0.0	delta	0.0	83166711.0
Germany	DE	2021-14	118270	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-14	118270	B.1.617.2	0.1	delta	118.27	83166711.0
Germany	DE	2021-15	142049	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-15	142049	B.1.617.2	0.2	delta	284.098	83166711.0
Germany	DE	2021-16	144737	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-16	144737	B.1.617.2	0.6	delta	868.422	83166711.0
Germany	DE	2021-17	124783	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-17	124783	B.1.617.2	0.8	delta	998.264	83166711.0
Germany	DE	2021-18	100973	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-18	100973	B.1.617.2	1.7	delta	1716.5410000000002	83166711.0
Germany	DE	2021-19	70793	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-19	70793	B.1.617.2	2.3	delta	1628.239	83166711.0
Germany	DE	2021-20	52684	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-20	52684	B.1.617.2	3.1	delta	1633.204	83166711.0
Germany	DE	2021-21	29882	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-21	29882	B.1.617.2	4.9	delta	1464.218	83166711.0
Germany	DE	2021-22	20681	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-22	20681	B.1.617.2	9.5	delta	1964.695	83166711.0
Germany	DE	2021-23	14036	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-23	14036	B.1.617.2	19.2	delta	2694.9120000000003	83166711.0
Germany	DE	2021-24	7275	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-24	7275	B.1.617.2	43.3	delta	3150.075	83166711.0
Germany	DE	2021-25	4830	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-25	4830	B.1.617.2	57.4	delta	2772.4199999999996	83166711.0
Germany	DE	2021-26	4359	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-26	4359	B.1.617.2	72.2	delta	3147.198	83166711.0
Germany	DE	2021-27	5575	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-27	5575	B.1.617.2	85.6	delta	4772.2	83166711.0
Germany	DE	2021-28	9100	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-28	9100	B.1.617.2	91.9	delta	8362.9	83166711.0
Germany	DE	2021-29	12626	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-29	12626	B.1.617.2	97.1	delta	12259.846	83166711.0
Germany	DE	2021-30	15503	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-30	15503	B.1.617.2	97.2	delta	15068.916	83166711.0
Germany	DE	2021-31	20414	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-31	20414	B.1.617.2	98.0	delta	20005.72	83166711.0
Germany	DE	2021-32	32062	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-32	32062	B.1.617.2	98.9	delta	31709.318000000003	83166711.0
Germany	DE	2021-33	49624	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-33	49624	B.1.617.2	99.0	delta	49127.76	83166711.0
Germany	DE	2021-34	66347	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-34	66347	B.1.617.2	99.6	delta	66081.612	83166711.0
Germany	DE	2021-35	74676	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-35	74676	B.1.617.2	99.3	delta	74153.268	83166711.0
Germany	DE	2021-36	71669	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-36	71669	B.1.617.2	99.5	delta	71310.655	83166711.0
Germany	DE	2021-37	61452	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-37	61452	B.1.617.2	99.4	delta	61083.28800000001	83166711.0
Germany	DE	2021-38	53604	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-38	53604	B.1.617.2	99.3	delta	53228.772	83166711.0
Germany	DE	2021-39	56466	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-39	56466	B.1.617.2	98.9	delta	55844.874	83166711.0
Germany	DE	2021-40	57975	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-40	57975	B.1.617.2	98.9	delta	57337.27500000001	83166711.0
Germany	DE	2021-41	65322	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-41	65322	B.1.617.2	98.5	delta	64342.17	83166711.0
Germany	DE	2021-42	97686	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-42	97686	B.1.617.2	98.5	delta	96220.70999999999	83166711.0
Germany	DE	2021-43	137024	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-43	137024	B.1.617.2	98.8	delta	135379.712	83166711.0
Germany	DE	2021-44	177920	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-44	177920	B.1.617.2	98.7	delta	175607.04	83166711.0
Germany	DE	2021-45	271405	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-45	271405	B.1.617.2	98.2	delta	266519.71	83166711.0
Germany	DE	2021-46	351757	B.1.1.529	0.0	omicron	0.0	83166711.0
Germany	DE	2021-46	351757	B.1.617.2	98.0	delta	344721.86	83166711.0
Germany	DE	2021-47	403356	B.1.1.529	0.3	omicron	1210.068	83166711.0
Germany	DE	2021-47	403356	B.1.617.2	97.5	delta	393272.1	83166711.0
Germany	DE	2021-48	388255	B.1.1.529	1.3	omicron	5047.3150000000005	83166711.0
Germany	DE	2021-48	388255	B.1.617.2	96.0	delta	372724.8	83166711.0
Germany	DE	2021-49	337910	B.1.1.529	3.2	omicron	10813.12	83166711.0
