Country	Country_Code	Year_Week	New_Cases	B.1.1.529	B.1.1.7	B.1.617.2	Population
Iceland	IS	2021-16	65	0.0	0.017350755491110415	0.0	364134.0
Iceland	IS	2021-17	54	0.0	0.01482970554795762	0.0	364134.0
Iceland	IS	2021-18	35	0.0	0.008650661569641945	0.00048059230942455256	364134.0
Iceland	IS	2021-19	30	0.0	0.0078844601163308	0.0	364134.0
Iceland	IS	2021-20	7	0.0	0.0016955296676498214	0.0002268395700483888	364134.0
Iceland	IS	2021-21	30	0.0	0.007925653742852905	0.0	364134.0
Iceland	IS	2021-22	28	0.0	0.00695897664046752	0.0005459528635062916	364134.0
Iceland	IS	2021-23	11	0.0	0.0028516974520368878	0.00016916849291744246	364134.0
Iceland	IS	2021-24	10	0.0	0.0015845815002169534	0.0008458424645872123	364134.0
Iceland	IS	2021-25	17	0.0	0.0013725716357165217	0.0027451432714330434	364134.0
Iceland	IS	2021-26	16	0.0	0.0005844002482602559	0.0038095865807642243	364134.0
Iceland	IS	2021-27	25	0.0	0.0015859546211010234	0.0050187568312763985	364134.0
Iceland	IS	2021-28	99	0.0	0.0	0.02691591556954308	364134.0
Iceland	IS	2021-29	519	0.0	0.0009977096343653708	0.14124717823658323	364134.0
Iceland	IS	2021-30	815	0.0	0.0011190935205171724	0.2226996105829173	364134.0
Iceland	IS	2021-31	776	0.0	0.0	0.21310836120768728	364134.0
Iceland	IS	2021-32	680	0.0	0.0	0.1861842069128398	364134.0
Iceland	IS	2021-33	605	0.0	0.0	0.16614762697248817	364134.0
Iceland	IS	2021-34	525	0.0	0.0	0.14417769282736576	364134.0
Iceland	IS	2021-35	355	0.0	0.0	0.09749158276898065	364134.0
Iceland	IS	2021-47	975	0.0008032757171810379		0.2669552966764982	364134.0
Italy	IT	2020-40	17999	0.0	0.0013658698228444302	0.0013658698228444302	3953305.0
Italy	IT	2020-41	37860	0.0	0.009576797135561258	0.004788398567780629	3953305.0
Italy	IT	2020-42	75941	0.0	0.08452178620167178	0.01728854717761468	3953305.0
Italy	IT	2020-43	142249	0.0035982298355426664	0.13313450391507867	0.06836636687531066	3953305.0
Italy	IT	2020-44	203417	0.0	0.2161106719567552	0.07718238284169827	3953305.0
Italy	IT	2020-45	244158	0.006176047636091827	0.1852814290827548	0.1173449050857447	3953305.0
Italy	IT	2020-46	242897	0.0	0.33792826508453055	0.09216225411396288	3953305.0
Italy	IT	2020-47	214246	0.0	0.1409047872602797	0.02167765957850457	3953305.0
Italy	IT	2020-48	162398	0.0	0.1191292349059837	0.04518695117123521	3953305.0
Italy	IT	2020-49	129960	0.0	0.10519603218066909	0.03287376005645909	3953305.0
Italy	IT	2020-50	108019	0.0	0.0546474405592283	0.049182696503305465	3953305.0
Italy	IT	2020-51	106798	0.0	0.1350743238884933	0.0	3953305.0
Italy	IT	2020-52	92418	0.0	0.22208531848668395	0.016364181362176707	3953305.0
Italy	IT	2020-53	116220	0.0	0.5703248294781201	0.0646760115903023	3953305.0
Italy	IT	2021-01	122076	0.0	0.5002475650120596	0.021615635525212448	3953305.0
Italy	IT	2021-02	94013	0.0	0.3519567551706737	0.054695982222469554	3953305.0
Italy	IT	2021-03	85040	0.0	0.6991112499541523	0.0043022230766409375	3953305.0
Italy	IT	2021-04	82686	0.0	0.6881253533435947	0.03973976204719848	3953305.0
Italy	IT	2021-05	83345	0.0	1.3028898605091181	0.01897412418217163	3953305.0
Italy	IT	2021-06	83323	0.0	0.8746870023941993	0.0	3953305.0
Italy	IT	2021-07	89820	0.0	1.033770478118941	0.0	3953305.0
Italy	IT	2021-08	121540	0.0	1.866154521343534	0.0	3953305.0
Italy	IT	2021-09	142646	0.0	2.583522799278072	0.0	3953305.0
Italy	IT	2021-10	156031	0.0	3.0864363361794753	0.0	3953305.0
Italy	IT	2021-11	149368	0.0	2.693932899181824	0.2569248767803142	3953305.0
Italy	IT	2021-12	144554	0.0	2.731432004360908	0.021939212886433	3953305.0
Italy	IT	2021-13	131454	0.0	2.6069310614789396	0.006650334340507501	3953305.0
Italy	IT	2021-14	100741	0.0	2.290897337797109	0.002548272900775427	3953305.0
Italy	IT	2021-15	97829	0.0	2.160337160932435	0.009898452054673242	3953305.0
Italy	IT	2021-16	91295	0.0	2.0299042193809993	0.016165335080394756	3953305.0
Italy	IT	2021-17	77963	0.0	1.5757053149200482	0.04930241911514543	3953305.0
Italy	IT	2021-18	63721	0.0	1.2717427317143504	0.053190760642045073	3953305.0
Italy	IT	2021-19	44376	0.0	0.8205502990535766	0.04602265699206107	3953305.0
Italy	IT	2021-20	30429	0.0	0.5626583074161998	0.019242760171552666	3953305.0
Italy	IT	2021-21	22417	0.0	0.4082720660308274	0.0567044536153927	3953305.0
Italy	IT	2021-22	16259	0.0	0.28378053299707456	0.04236144188217201	3953305.0
Italy	IT	2021-23	11560	0.0	0.15205505267111946	0.07544269920990158	3953305.0
Italy	IT	2021-24	7399	0.0	0.08609353439716895	0.06063979379278857	3953305.0
Italy	IT	2021-25	5264	0.0	0.06391411742832895	0.039946323392705596	3953305.0
Italy	IT	2021-26	5629	0.0	0.034172926197194496	0.08984631846012386	3953305.0
Italy	IT	2021-27	8809	0.0	0.036543499679382176	0.1646685747747771	3953305.0
Italy	IT	2021-28	18853	0.0	0.028136635043337157	0.4144192517399998	3953305.0
Italy	IT	2021-29	31260	0.0	0.027675577776063325	0.7084947910672209	3953305.0
Italy	IT	2021-30	38368	0.0	0.017469534984019704	0.8977399922343458	3953305.0
Italy	IT	2021-31	42515	0.0	0.008603434341645788	1.01090353514338	3953305.0
Italy	IT	2021-32	43133	0.0	0.004364247129933056	0.9786824188874879	3953305.0
Italy	IT	2021-33	45309	0.0	0.0011461043354863841	1.0028412935505862	3953305.0
Italy	IT	2021-34	46040	0.0	0.0023291903862717395	1.0819089344232231	3953305.0
Italy	IT	2021-35	39971	0.0	0.00202215614530121	0.9443469198556651	3953305.0
Italy	IT	2021-36	33014	0.0	0.000835098733844214	0.7515888604597926	3953305.0
Italy	IT	2021-37	28874	0.0	0.0007303762295092335	0.6646423688534024	3953305.0
Italy	IT	2021-38	23639	0.0	0.0005979553816363776	0.571645344844377	3953305.0
Italy	IT	2021-39	20877	0.0	0.0015842693644937589	0.49587631108654656	3953305.0
Italy	IT	2021-40	18038	0.0	0.002737658743759968	0.43848167545888816	3953305.0
Italy	IT	2021-41	17860	0.0	0.0013553216865382256	0.418342627244799	3953305.0
Italy	IT	2021-42	25403	0.0	0.0006425762747878042	0.6085197322240505	3953305.0
Italy	IT	2021-43	32160	0.0	0.003253986221655046	0.7589922862010393	3953305.0
Italy	IT	2021-44	38948	0.0	0.010837210890634547	0.9073701118431288	3953305.0
Italy	IT	2021-45	53935	0.0	0.002728603029616991	1.2565216951386244	3953305.0
Italy	IT	2021-46	69098	0.0017478540107580874	0.05418347433350071	1.5258765513918102	3953305.0
Italy	IT	2021-47	86165	0.004359137481170818	0.002179568740585409	1.8940452355687205	3953305.0
Italy	IT	2021-48	104383	0.029044381852652405	0.0026403983502411273	2.2443385977049584	3953305.0
Italy	IT	2021-49	122829	0.055925915152005734	0.0031069952862225404	2.6067690451407115	3953305.0
Italy	IT	2021-50	172004	1.253056670304973	0.00435089121633671	2.5931311649366795	3953305.0
Italy	IT	2021-51	279093	2.21675792786036	0.035298693118795535	2.958030483355066	3953305.0
Italy	IT	2021-52	478107	0.7014436275470776	1.4028872550941551	1.3424179768573383	3953305.0
Liechtenstein	LI	2020-43	177	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2020-47	166	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2020-49	127	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2020-50	170	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2020-51	216	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2020-52	256	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2020-53	186	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2021-02	50	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2021-03	63	0.0	0.08129661651224611	0.0	38747.0
Liechtenstein	LI	2021-04	43	0.0	0.11097633365163755	0.0	38747.0
Liechtenstein	LI	2021-05	29	0.0	0.04273621183575503	0.0	38747.0
Liechtenstein	LI	2021-06	14	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2021-09	16	0.0	0.02064675974914187	0.0	38747.0
Liechtenstein	LI	2021-13	33	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2021-14	57	0.0	0.014710816321263583	0.0	38747.0
Liechtenstein	LI	2021-15	69	0.0	0.07639559191679356	0.0	38747.0
Liechtenstein	LI	2021-16	62	0.0	0.09600743283350968	0.0	38747.0
Liechtenstein	LI	2021-17	61	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2021-18	28	0.0	0.0	0.0	38747.0
Liechtenstein	LI	2021-19	16	0.0	0.013750741992928483	0.0	38747.0
Liechtenstein	LI	2021-20	10	0.0	0.012904224843213668	0.0	38747.0
Liechtenstein	LI	2021-23	3	0.0	0.0077425349059282	0.0	38747.0
Liechtenstein	LI	2021-24	3	0.0	0.0	0.0077425349059282	38747.0
Liechtenstein	LI	2021-27	11	0.0	0.0	0.028389294655070074	38747.0
Liechtenstein	LI	2021-28	12	0.0	0.0	0.0309701396237128	38747.0
Liechtenstein	LI	2021-29	7	0.0	0.0	0.018065914780499133	38747.0
Liechtenstein	LI	2021-31	14	0.0	0.0	0.036131829560998266	38747.0
Liechtenstein	LI	2021-32	60	0.0	0.0	0.15485069811856403	38747.0
Liechtenstein	LI	2021-33	67	0.0	0.0	0.17291661289906315	38747.0
Liechtenstein	LI	2021-34	37	0.0	0.0	0.09549126383978114	38747.0
Liechtenstein	LI	2021-35	66	0.0	0.0	0.17033576793042043	38747.0
Liechtenstein	LI	2021-36	56	0.0	0.0	0.14452731824399306	38747.0
Liechtenstein	LI	2021-38	27	0.0	0.0	0.06968281415335381	38747.0
Liechtenstein	LI	2021-39	5	0.0	0.0	0.012904224843213668	38747.0
Liechtenstein	LI	2021-40	12	0.0	0.0	0.0309701396237128	38747.0
Liechtenstein	LI	2021-41	35	0.0	0.0	0.09032957390249569	38747.0
Liechtenstein	LI	2021-42	41	0.0	0.0	0.10581464371435209	38747.0
Liechtenstein	LI	2021-43	40	0.0	0.0	0.10323379874570934	38747.0
Liechtenstein	LI	2021-44	95	0.0	0.0	0.2451802720210597	38747.0
Liechtenstein	LI	2021-45	148	0.0	0.0	0.38196505535912456	38747.0
Liechtenstein	LI	2021-46	392	0.0	0.0	1.0116912277079515	38747.0
Liechtenstein	LI	2021-47	352	0.0	0.0	0.9084574289622424	38747.0
Liechtenstein	LI	2021-48	380	0.019614421761684774	0.0	0.961106666322554	38747.0
Liechtenstein	LI	2021-49	460	0.015433452912483547	0.0	1.1717552326631737	38747.0
Liechtenstein	LI	2021-50	270		0.0	0.5971817172942421	38747.0
Liechtenstein	LI	2021-51	267		0.0	0.0	38747.0
Lithuania	LT	2020-40	793	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-41	960	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-42	1478	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-44	5590	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-45	9143	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-46	10206	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-47	12323	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-48	13115	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-49	14691	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-50	18977	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-51	19481	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-52	17880	0.0	0.0	0.0	820511.0
Lithuania	LT	2020-53	15632	0.0	0.0	0.0	820511.0
Lithuania	LT	2021-01	12460	0.0	0.0	0.0	820511.0
Lithuania	LT	2021-02	7554	0.0	0.0	0.0	820511.0
Lithuania	LT	2021-03	6404	0.0	0.0	0.0	820511.0
Lithuania	LT	2021-04	5438	0.0	0.0	0.0	820511.0
Lithuania	LT	2021-05	3956	0.0	0.025071205626737487	0.0	820511.0
Lithuania	LT	2021-06	3238	0.0	0.033543730675152435	0.0	820511.0
Lithuania	LT	2021-07	3252	0.0	0.04597525200759039	0.0	820511.0
Lithuania	LT	2021-08	3479	0.0	0.101760975782165	0.0	820511.0
Lithuania	LT	2021-09	2911	0.0	0.12346306143366755	0.0	820511.0
Lithuania	LT	2021-10	3079	0.0	0.20376289897393204	0.0	820511.0
Lithuania	LT	2021-11	3469	0.0	0.2566306850243324	0.0	820511.0
Lithuania	LT	2021-12	4652	0.0	0.43656209362214526	0.0	820511.0
Lithuania	LT	2021-13	5600	0.0	0.566476256869195	0.0	820511.0
Lithuania	LT	2021-14	6278	0.0	0.6633702656027768	0.0	820511.0
Lithuania	LT	2021-15	7014	0.0	0.7830271623415165	0.0	820511.0
Lithuania	LT	2021-16	7262	0.0	0.8177937894799705	0.0	820511.0
Lithuania	LT	2021-17	6216	0.0	0.1121213487692426	0.0	820511.0
Lithuania	LT	2021-18	9330	0.0	0.16260476702932686	0.0	820511.0
Lithuania	LT	2021-19	7083	0.0	0.14157177661237935	0.0	820511.0
Lithuania	LT	2021-20	4839	0.0	0.09730948153041215	0.0	820511.0
Lithuania	LT	2021-21	3094	0.0	0.061841462210744276	0.00037708208665087977	820511.0
Lithuania	LT	2021-22	2042	0.0	0.04280551997474744	0.0007466079065362927	820511.0
Lithuania	LT	2021-23	1190	0.0	0.03031159850385918	0.0007251578589439996	820511.0
Lithuania	LT	2021-24	554	0.0	0.014989195757278086	0.0009452645973058253	820511.0
Lithuania	LT	2021-25	256	0.0	0.0052728116990509565	0.0018096040150589081	820511.0
Lithuania	LT	2021-26	200	0.0	0.003558757895994082	0.003973133815390653	820511.0
Lithuania	LT	2021-27	306	0.0	0.0035429141108406837	0.01965384985697937	820511.0
Lithuania	LT	2021-28	556	0.0	0.0034558951677674033	0.05136408896407238	820511.0
Lithuania	LT	2021-29	1210	0.0	0.00058987630878806	0.1451095719618628	820511.0
Lithuania	LT	2021-30	2108	0.0	0.0007707392100776224	0.25228863476540836	820511.0
Lithuania	LT	2021-31	3089	0.0	0.0011294181308964778	0.36931972880314823	820511.0
Lithuania	LT	2021-32	3606	0.0	0.0	0.4364058495254787	820511.0
Lithuania	LT	2021-33	3981	0.0	0.0	0.47984841153866314	820511.0
Lithuania	LT	2021-34	4041	0.0	0.0	0.48560299618164776	820511.0
Lithuania	LT	2021-35	4770	0.0	0.0	0.5766942795404327	820511.0
Lithuania	LT	2021-36	5883	0.0	0.0	0.7005013948624698	820511.0
Lithuania	LT	2021-37	7697	0.0	0.0	0.9343216605261842	820511.0
Lithuania	LT	2021-38	9166	0.0	0.0	1.0791270318131019	820511.0
Lithuania	LT	2021-39	9282	0.0	0.0	1.1188025510931603	820511.0
Lithuania	LT	2021-40	13222	0.0	0.0	1.5953204771173086	820511.0
Lithuania	LT	2021-41	16179	0.0	0.0	1.9481581599759175	820511.0
Lithuania	LT	2021-42	20616	0.0	0.0	2.4321779963949295	820511.0
Lithuania	LT	2021-43	21024	0.0	0.0	2.5546187680603913	820511.0
Lithuania	LT	2021-44	18094	0.0	0.0	2.176543397955664	820511.0
Lithuania	LT	2021-45	15819	0.0	0.0	1.895169839283081	820511.0
Lithuania	LT	2021-46	12368	0.0	0.0	1.5043386377513523	820511.0
Lithuania	LT	2021-47	12133	0.0	0.0	1.468361667302449	820511.0
Lithuania	LT	2021-48	11977	0.0	0.0	1.4436434124588216	820511.0
Lithuania	LT	2021-49	11726	0.022865750733384444	0.0028582188416730555	1.3562248403738646	820511.0
Lithuania	LT	2021-50	11236	0.24238212528534045	0.0	0.6860646597059636	820511.0
Lithuania	LT	2021-51	9369	0.36539181071308	0.0	0.13588007960892665	820511.0
Luxembourg	LU	2020-40	553	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-41	811	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-42	1295	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-43	3348	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-44	4675	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-45	4107	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-46	3813	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-47	3858	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-48	3565	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-49	3810	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-50	3426	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-51	2701	0.0	0.0	0.0	626108.0
Luxembourg	LU	2020-52	1303	0.0	0.001664888485692564	0.0	626108.0
Luxembourg	LU	2020-53	1159	0.0	0.006293802347198886	0.0	626108.0
Luxembourg	LU	2021-01	1090	0.0	0.018105502565052677	0.0	626108.0
Luxembourg	LU	2021-02	903	0.0	0.024085461294217608	0.0	626108.0
Luxembourg	LU	2021-03	887	0.0	0.02677541254863378	0.0	626108.0
Luxembourg	LU	2021-04	1076	0.0	0.056540405169715126	0.0	626108.0
Luxembourg	LU	2021-05	1149	0.0	0.09487708190919139	0.0	626108.0
Luxembourg	LU	2021-06	1100	0.0	0.10225072990602262	0.0	626108.0
Luxembourg	LU	2021-07	1281	0.0	0.1239859576941997	0.0	626108.0
Luxembourg	LU	2021-08	1334	0.0	0.12485449794604124	0.0	626108.0
Luxembourg	LU	2021-09	1218	0.0	0.1281986494342829	0.0	626108.0
Luxembourg	LU	2021-10	1271	0.0	0.1356040810850524	0.0	626108.0
Luxembourg	LU	2021-11	1609	0.0	0.18271592121487026	0.0010279376720949101	626108.0
Luxembourg	LU	2021-12	1739	0.0	0.20053377372593867	0.0	626108.0
Luxembourg	LU	2021-13	1600	0.0	0.19319350655158535	0.0056220332594376695	626108.0
Luxembourg	LU	2021-14	1362	0.0	0.17794310246794484	0.0	626108.0
Luxembourg	LU	2021-15	1346	0.0	0.18853648252378186	0.0004299577708638127	626108.0
Luxembourg	LU	2021-16	1293	0.0	0.1757433222383359	0.0	626108.0
Luxembourg	LU	2021-17	1156	0.0	0.14770614654340786	0.0003692653663585196	626108.0
Luxembourg	LU	2021-18	987	0.0	0.12800411430615805	0.001418764813738205	626108.0
Luxembourg	LU	2021-19	809	0.0	0.1006553182518032	0.006072913938170412	626108.0
Luxembourg	LU	2021-20	540	0.0	0.06641026787710747	0.007331003596823552	626108.0
Luxembourg	LU	2021-21	385	0.0	0.040153615670139975	0.011191359957068108	626108.0
Luxembourg	LU	2021-22	349	0.0	0.02658854382949907	0.0185618136168201	626108.0
Luxembourg	LU	2021-23	240	0.0	0.019894331329419205	0.012764570968586887	626108.0
Luxembourg	LU	2021-24	109	0.0	0.004979013205389486	0.011820804078529585	626108.0
Luxembourg	LU	2021-25	157	0.0	0.002708158975767759	0.015245932011729605	626108.0
Luxembourg	LU	2021-26	939	0.0	0.0013497671328269246	0.036293738460457296	626108.0
Luxembourg	LU	2021-27	898	0.0	0.005593603659432558	0.05235039322289445	626108.0
Luxembourg	LU	2021-28	808	0.0	0.0025810243600145662	0.06736473579638018	626108.0
Luxembourg	LU	2021-29	682	0.0	0.0016339034160240727	0.08670580794367744	626108.0
Luxembourg	LU	2021-30	542	0.0	0.0006925322787761857	0.06968606055185368	626108.0
Luxembourg	LU	2021-31	552	0.0	0.0	0.08560695598842372	626108.0
Luxembourg	LU	2021-32	409	0.0	0.0	0.06493224811054962	626108.0
Luxembourg	LU	2021-33	547	0.0	0.0	0.08736511911682968	626108.0
Luxembourg	LU	2021-34	677	0.0	0.0	0.10737141196087575	626108.0
Luxembourg	LU	2021-35	655	0.0	0.0	0.10419608118727121	626108.0
Luxembourg	LU	2021-36	639	0.0	0.0	0.10175289247222523	626108.0
Luxembourg	LU	2021-37	597	0.0	0.0	0.09535096181489455	626108.0
Luxembourg	LU	2021-38	643	0.0	0.0	0.10269793709711424	626108.0
Luxembourg	LU	2021-39	645	0.0	0.0	0.10188417972618144	626108.0
Luxembourg	LU	2021-40	846	0.0	0.0	0.13417461524209878	626108.0
Luxembourg	LU	2021-41	971	0.0	0.0	0.1550850651964198	626108.0
Luxembourg	LU	2021-42	1180	0.0	0.0	0.1877120241236336	626108.0
Luxembourg	LU	2021-43	1311	0.0	0.0	0.2085512403610879	626108.0
Luxembourg	LU	2021-44	1425	0.0	0.0	0.2266861308272694	626108.0
Luxembourg	LU	2021-45	1701	0.0	0.0	0.2705916551138142	626108.0
Luxembourg	LU	2021-46	2169	0.0	0.0	0.3433080235358756	626108.0
Luxembourg	LU	2021-47	2491	0.0	0.0	0.3922847176525455	626108.0
Luxembourg	LU	2021-48	2780	0.0	0.0	0.43690864834820836	626108.0
Luxembourg	LU	2021-49	2653	0.002966101694915254	0.0	0.41355932203389834	626108.0
Luxembourg	LU	2021-50	2768	0.034483507637659956		0.40319178160956265	626108.0
Luxembourg	LU	2021-51	2661	0.13770212167868803		0.28262935468002326	626108.0
Latvia	LV	2020-40	410	0.0	0.0	0.0	1907675.0
Latvia	LV	2020-41	584	0.0	0.0	0.0	1907675.0
Latvia	LV	2020-42	780	0.0	0.0	0.0	1907675.0
Latvia	LV	2020-43	1228	0.0	0.0	0.0	1907675.0
Latvia	LV	2020-44	1458	0.0	0.0	0.0	1907675.0
Latvia	LV	2020-47	2573	0.0	0.0	0.0	1907675.0
Latvia	LV	2020-50	4362	0.0	0.0	0.0	1907675.0
Latvia	LV	2020-51	5265	0.0	0.0	0.0	1907675.0
Latvia	LV	2020-53	6167	0.0	0.0	0.0	1907675.0
Latvia	LV	2021-01	7071	0.0	0.046332577614111414	0.0	1907675.0
Latvia	LV	2021-02	6096	0.0	0.005751923152528602	0.0	1907675.0
Latvia	LV	2021-03	5342	0.0	0.003920374277589212	0.0	1907675.0
Latvia	LV	2021-04	5233	0.0	0.008778015123121078	0.0	1907675.0
Latvia	LV	2021-05	5559	0.0	0.013113082679177532	0.0	1907675.0
Latvia	LV	2021-06	4906	0.0	0.022116765172264664	0.0	1907675.0
Latvia	LV	2021-07	4813	0.0	0.05449607506519717	0.0	1907675.0
Latvia	LV	2021-08	4667	0.0	0.07045728439068501	0.0	1907675.0
Latvia	LV	2021-09	4145	0.0	0.06214213637018884	0.0	1907675.0
Latvia	LV	2021-10	3450	0.0	0.08120093831496455	0.0	1907675.0
Latvia	LV	2021-11	3628	0.0	0.10155566330742921	0.0	1907675.0
Latvia	LV	2021-12	3631	0.0	0.13799389308975585	0.0	1907675.0
Latvia	LV	2021-13	3065	0.0	0.11632274889590735	0.0	1907675.0
Latvia	LV	2021-14	3503	0.0	0.15094111942547866	0.0	1907675.0
Latvia	LV	2021-15	3726	0.0	0.17051111955652823	0.0	1907675.0
Latvia	LV	2021-16	3982	0.0	0.189949545913219	0.0	1907675.0
Latvia	LV	2021-17	4434	0.0	0.20825685716906706	0.0	1907675.0
Latvia	LV	2021-18	4213	0.0	0.2071523713420787	0.0006625342367017442	1907675.0
Latvia	LV	2021-19	4015	0.0	0.19804814761424247	0.004209312382874441	1907675.0
Latvia	LV	2021-20	2967	0.0	0.15039715884519114	0.001866355642339497	1907675.0
Latvia	LV	2021-21	2153	0.0	0.10258964446250016	0.00045143957959296004	1907675.0
Latvia	LV	2021-22	1714	0.0	0.08418719121443642	0.0008984758934304848	1907675.0
Latvia	LV	2021-23	1218	0.0	0.060527291074213375	0.0021069626639757823	1907675.0
Latvia	LV	2021-24	780	0.0	0.03618540894020208	0.002412360596013472	1907675.0
Latvia	LV	2021-25	400	0.0	0.01700499298884768	0.003187125689648394	1907675.0
Latvia	LV	2021-26	421	0.0	0.0164632864612683	0.003928237252152489	1907675.0
Latvia	LV	2021-27	268	0.0	0.00637802560708716	0.007558100829543814	1907675.0
Latvia	LV	2021-28	260	0.0	0.001853565203716566	0.011053245442750992	1907675.0
Latvia	LV	2021-29	322	0.0	0.0032745619667920375	0.012794422530043115	1907675.0
Latvia	LV	2021-30	418	0.0	0.0007011676517226467	0.02081591466051607	1907675.0
Latvia	LV	2021-31	522	0.0	0.0008482576958863538	0.025666636088432254	1907675.0
Latvia	LV	2021-32	701	0.0	0.00022047780675429516	0.035496926887441514	1907675.0
Latvia	LV	2021-33	923	0.0	0.0006773690487111274	0.04770613443065511	1907675.0
Latvia	LV	2021-37	3367		0.0012354829832125493	0.17420310063296943	1907675.0
Latvia	LV	2021-38	4226		0.0004430524067254642	0.22108315095600664	1907675.0
Latvia	LV	2021-39	6855		0.0014373517501670883	0.35790058579160494	1907675.0
Latvia	LV	2021-40	9635		0.0025253253305725556	0.5025397407839386	1907675.0
Latvia	LV	2021-42	16957		0.0026666491933898594	0.8862164152698967	1907675.0
Latvia	LV	2021-49	4615	0.00193534013917465		0.23901450718806927	1907675.0
Latvia	LV	2021-51	4292	0.021373661656204544		0.20293729277785785	1907675.0
Latvia	LV	2021-52	5590	0.04952153799782457		0.239109911279437	1907675.0
Malta	MT	2021-10	2029		0.29573580740199473	0.04928930123366578	514564.0
Malta	MT	2021-12	613	0.0	0.1191299818875786	0.0	514564.0
Malta	MT	2021-13	337	0.0	0.05278682535117108	0.0	514564.0
Malta	MT	2021-14	436	0.0	0.06092225651230945	0.001525174711017483	514564.0
Malta	MT	2021-15	360	0.0	0.04162747491079827	0.0	514564.0
Malta	MT	2021-16	157	0.0	0.01733040010572057	0.0003356239457093773	514564.0
Malta	MT	2021-17	164	0.0	0.012621170544383206	0.0006055612129880831	514564.0
Malta	MT	2021-18	105	0.0	0.014671644343560762	0.0	514564.0
Malta	MT	2021-20	22	0.0	0.0003548635349538639	0.003741031241983505	514564.0
Malta	MT	2021-21	29	0.0	0.005635839273637487	0.0	514564.0
Malta	MT	2021-22	35	0.0	0.005754386237669173	0.0	514564.0
Malta	MT	2021-23	9	0.0	0.0013992428541444797	0.0	514564.0
Malta	MT	2021-24	14	0.0	0.0006801874985424553	0.0	514564.0
Malta	MT	2021-25	28	0.0	0.00038634649917211464	0.002334403494997707	514564.0
Malta	MT	2021-26	51	0.0	0.0	0.009911303550190063	514564.0
Malta	MT	2021-27	570	0.0	0.0018831476745361125	0.07621209412240265	514564.0
Malta	MT	2021-28	1329	0.0	0.005423815113377539	0.2528530950474577	514564.0
Malta	MT	2021-30	733	0.0	0.0	0.134900809228784	514564.0
Malta	MT	2021-40	135	0.0	0.0	0.026235803515208992	514564.0
Malta	MT	2021-41	96	0.0	0.0	0.01865657138859306	514564.0
Malta	MT	2021-43	90	0.0	0.0	0.017490535676805995	514564.0
Malta	MT	2021-44	259	0.0	0.0	0.048068850521995325	514564.0
Malta	MT	2021-46	519	0.0	0.0	0.09864312311005044	514564.0
Malta	MT	2021-47	556	0.0	0.0	0.10686406355671987	514564.0
Malta	MT	2021-48	761	0.0	0.0	0.14789219611165957	514564.0
Malta	MT	2021-50	1466	0.2849013922466399	0.0	0.0	514564.0
Malta	MT	2021-51	4977	0.8656678275199975	0.0	0.10155879540737403	514564.0
Netherlands	NL	2020-40	24167	0.0	0.0	0.0	17407585.0
Netherlands	NL	2020-41	38610	0.0	0.0	0.0	17407585.0
Netherlands	NL	2020-42	53367	0.0	0.0	0.0	17407585.0
Netherlands	NL	2020-43	62878	0.0	0.0	0.0	17407585.0
Netherlands	NL	2020-44	68407	0.0	0.0	0.0	17407585.0
Netherlands	NL	2020-45	50046	0.0	0.0	0.0	17407585.0
Netherlands	NL	2020-46	37698	0.0	0.0008662430773711575	0.0	17407585.0
Netherlands	NL	2020-47	36684	0.0	0.0	0.0	17407585.0
Netherlands	NL	2020-48	34287	0.0	0.0007878634514781918	0.0	17407585.0
